Ecuador,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ecuador,ECU,Población entre 0 y 14 años de edad (% del total),SP.POP.0014.TO.ZS,43.4018917763762,43.6627064643749,44.0171038806654,44.3815965533142,44.6327083579545,44.7236515339407,44.8425590739157,44.8119356576928,44.6757718464144,44.5015212793368,44.3231066916929,44.237859544535,44.1062659395254,43.9380345081508,43.7313472325114,43.4836540548392,43.2694096249652,43.0076882613705,42.7051602582998,42.3689169370479,42.0054058073,41.6678580647239,41.311713550924,40.9371849851715,40.5441217477951,40.1364025074042,39.7863260096289,39.4133597133484,39.0285394644439,38.6437273503358,38.2636912719797,37.9271853119726,37.5824796435355,37.233742274984,36.8854624477639,36.5396548154009,36.2335892809933,35.9398757573557,35.6434740187052,35.3226842863934,34.9669425964877,34.6658183288814,34.3104805315798,33.9198221527848,33.5231607100356,33.1344618524999,32.6943911625147,32.2806253281822,31.8777806893753,31.4651251378734,31.0372705775326,30.6299431299792,30.2197135717287,29.812584760605,29.4224553405751,29.058809451259,28.7069231700268,28.3616003254264,28.0285920021109,27.7069681682538,
Ecuador,ECU,"Esperanza de vida al nacer, varones (años)",SP.DYN.LE00.MA.IN,51.692,52.253,52.803,53.339,53.86,54.366,54.858,55.336,55.806,56.27,56.729,57.183,57.635,58.087,58.544,59.014,59.503,60.015,60.548,61.1,61.664,62.235,62.801,63.354,63.887,64.397,64.881,65.343,65.785,66.209,66.613,67.001,67.372,67.73,68.076,68.413,68.741,69.063,69.376,69.681,69.976,70.257,70.522,70.771,71.004,71.225,71.436,71.642,71.847,72.055,72.266,72.483,72.703,72.926,73.152,73.378,73.606,73.833,74.058,,
Ecuador,ECU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,23.3,23.3,,,
Ecuador,ECU,"Proporción de jóvenes sin educación, empleo ni capacitación, total (% de la población total de jóvenes)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0706005096436,18.0303001403809,,21.0270004272461,18.430700302124,17.4587001800537,17.0470008850098,16.3677005767822,16.1445007324219,16.4983997344971,15.6603002548218,16.4328002929688,16.5536003112793,17.3572998046875,20.2343006134033,19.8113994598389,18.4400997161865,17.5596008300781,17.6697006225586,17.5160007476807,
Ecuador,ECU,"Desempleo, mujeres jóvenes (% de la población activa femenina entre 15 y 24 años de edad) (estimación modelado OIT)",SL.UEM.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8229999542236,11.8929996490479,12.1319999694824,12.2390003204346,12.2080001831055,12.2819995880127,12.5220003128052,12.3610000610352,12.3649997711182,12.6199998855591,10.8409996032715,11.2760000228882,11.4040002822876,12.1029996871948,9.97200012207031,10.4200000762939,7.86399984359741,11.4890003204346,12.7430000305176,12.3420000076294,11.8409996032715,10.8509998321533,11.0620002746582,11.8780002593994,11.5819997787476,14.1000003814697,11.4320001602173,10.4250001907349,11.5369997024536,12.0139999389648
Ecuador,ECU,"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9469985961914,47.4220008850098,47.7229995727539,48.0180015563965,48.507999420166,48.8129997253418,49.0359992980957,49.492000579834,52.5820007324219,52.0369987487793,51.4850006103516,50.9220008850098,50.3489990234375,49.7690010070801,53.5690002441406,52.6110000610352,53.810001373291,52.734001159668,52.9469985961914,51.3619995117188,49.9189987182617,49.0730018615723,50.2929992675781,49.4189987182617,48.4630012512207,52.1370010375977,55.7169990539551,56.5330009460449,55.1259994506836,55.2120018005371,55.3050003051758
Ecuador,ECU,"Tasa de participación en la fuerza laboral, de 15 a 24 años, mujeres (%) (estimación nacional)",SL.TLF.ACTI.1524.FE.NE.ZS,,,20.6299991607666,,,,,,,,,,,,18.8500003814697,,,,,,32.2099990844727,32.1500015258789,18.4500007629395,,,,,,31.1800003051758,31.0699996948242,23.9200000762939,,,,,,38.5,37.9700012207031,42.2700004577637,,39.0974998474121,48.0587997436523,40.1399993896484,40.4015007019043,42.8384017944336,39.7482986450195,40.7613983154297,39.2815017700195,38.880199432373,36.7229995727539,33.382999420166,30.0928001403809,31.267599105835,30.2220993041992,28.1194000244141,32.3204002380371,35.1432991027832,35.2671012878418,33.6080017089844,33.9432983398438,
Ecuador,ECU,Empleos en servicios (% del total de empleos),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6679992675781,47.7519989013672,48.1240005493164,48.3310012817383,48.5730018615723,48.7799987792969,49.1609992980957,49.3889999389648,49.5029983520508,49.7980003356934,50.1990013122559,50.9220008850098,51.6069984436035,51.5909996032715,52.0589981079102,51.7809982299805,52.8769989013672,53.2849998474121,52.6520004272461,53.6339988708496,54.1459999084473,54.4990005493164,54.2700004577637,54.7649993896484,54.148998260498,54.4329986572266,53.7540016174316,52.648998260498,52.4770011901855,52.4609985351563
Ecuador,ECU,"Empleados en la industria, varones (% del empleo masculino)",SL.IND.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2830009460449,26.2180004119873,26.1040000915527,26.0930004119873,25.9419994354248,25.7290000915527,25.6660003662109,25.6529998779297,24.8150005340576,24.2759990692139,24.0620002746582,23.6000003814697,23.1070003509521,22.1429996490479,22.2770004272461,23.4979991912842,23.2609996795654,23.507999420166,23.8850002288818,23.076000213623,22.3059997558594,21.8799991607666,23.9050006866455,25.1709995269775,25.1140003204346,24.0879993438721,23.6669998168945,23.7560005187988,23.503999710083,23.2929992675781
Ecuador,ECU,"Relación entre empleo y población, mayores de 15 años, total (%) (estimación nacional)",SL.EMP.TOTL.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8600006103516,59.1599998474121,59.9000015258789,,60.4034004211426,66.3962020874023,61.8600006103516,61.6355018615723,64.0930023193359,64.4460983276367,65.5364990234375,64.6691970825195,63.942699432373,61.0634002685547,60.121898651123,59.6431999206543,60.4314002990723,60.3418998718262,60.4401016235352,63.2843017578125,64.5584030151367,65.5392990112305,64.3076019287109,63.6562995910645,
Ecuador,ECU,"Relación entre empleo y población, edades entre 15 y 24 años, mujeres (%) (estimación modelado OIT)",SL.EMP.1524.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.734001159668,33.0410003662109,33.2960014343262,33.7290000915527,34.076000213623,34.226001739502,33.3219985961914,37.048999786377,36.7140007019043,36.2789993286133,36.6829986572266,36.1730003356934,35.7939987182617,37.9869995117188,36.2620010375977,37.007999420166,36.8289985656738,34.9609985351563,32.7439994812012,30.0419998168945,27.3689994812012,28.6509990692139,27.4610004425049,25.5890007019043,28.8920001983643,30.5979995727539,31.9109992980957,31.0160007476807,30.3190002441406,29.8290004730225
Ecuador,ECU,"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,35.1,36,32.8,28.6,27.3,25.6,22.5,23.3,22.9,21.5,23.2,25,
Ecuador,ECU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,23,22.4,,,22.4,22.2,22.8,21.1,20.9,21.4,20,19.9,19.6,21.2,19.6,18.7,19,18.5,19.1,19.3,,
Ecuador,ECU,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98763466,33.58097839,31.69502258,30.74833488,31.21395111,30.16559792,31.95877457,38.03846741,39.29269028,41.23234558,44.82392502,47.39099884,49.29151154,51.26972198,51.60063934,49.38185883,51.06835938,52.82086563,51.99423599,,
Ecuador,ECU,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22999000549316,,,,,,,,,,,,,1.49991154670715,,2.03213214874268,,,,,,,
Ecuador,ECU,Tasa de mortalidad por suicidio (por cada 100 000 habitantes),SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,8.9,,,,,8.5,,,,,9.6,7.1,,,,
Ecuador,ECU,Tratamiento de la diarrea (% de niños menores de cinco años que reciben hidratación por vía oral y alimentación continua),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Alimentación mediante lactancia exclusivamente (% de niños menores de seis meses),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,28.6,,,,,34.8,,,,,39.6,,,,,,,,,,,,,,,,
Ecuador,ECU,Riesgo de mortalidad materna durante la vida (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.412390391377394,0.385989659872012,0.355532507439048,0.317637593523578,0.293412077855482,0.286274878212817,0.267943659676123,0.250149954775042,0.237064154299036,0.229257191806224,0.220653649168143,0.213617025804393,0.19581740145387,0.184585574638571,0.177193680084258,0.170956178401222,0.162803768806224,0.155141170704865,,,
Ecuador,ECU,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,
Ecuador,ECU,Demanda de planificación familiar satisfecha por métodos modernos (% de mujeres casadas con demanda de planificación familiar),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,53.54839,,,,,63.47222,,,,,67.75885,,,,,73.2834,,,,,,,,80.42745,,,,,,,,
Ecuador,ECU,Número de muertes de menores de 5 años,SH.DTH.MORT,33813,33592,33393,33230,33099,33019,33001,33029,33058,33071,32987,32727,32258,31557,30641,29619,28594,27632,26699,25781,24837,23864,22855,21818,20808,19864,18999,18227,17522,16838,16173,15509,14830,14121,13395,12657,11924,11207,10519,9877,9293,8776,8317,7913,7564,7235,6933,6646,6369,6104,5854,5623,5421,5242,5096,4984,4898,4835,4774,4696,
Ecuador,ECU,Mujeres que creen que está justificado que un marido golpee a su esposa cuando ella se niega a tener relaciones sexuales (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Gasto por alumno, nivel terciario (% del PIB per cápita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.27051,43.25526,,52.67572,,,,,
Ecuador,ECU,"Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, mujeres (%) (acumulativo)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Maestros capacitados en educación de nivel secundario, (% del total de maestros)",SE.SEC.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2452774047852,86.3013534545898,67.3691635131836,70.0766906738281,69.4704437255859,69.8585968017578,70.2435684204102,70.5226898193359,,,,,,,,,,,,,
Ecuador,ECU,"Inscripción escolar, nivel secundario, varones (% bruto)",SE.SEC.ENRR.MA,,,,,,,,,,,,27.5354404449463,29.5438499450684,31.8344097137451,34.251579284668,36.927619934082,40.8382797241211,44.0172386169434,46.1774101257324,46.3543281555176,49.7514381408691,52.6310997009277,54.8969383239746,55.6525688171387,53.0367393493652,56.8470993041992,56.3382110595703,56.7619895935059,57.2868003845215,,,,,56.6185684204102,,,52.7826881408691,,54.9928092956543,56.8457412719727,57.0943298339844,57.311408996582,58.759090423584,58.0890312194824,59.1817283630371,61.5708885192871,63.6726913452148,65.3329391479492,,86.3249588012695,90.250129699707,94.2653503417969,97.0747299194336,99.8766784667969,102.646598815918,101.970970153809,102.085342407227,100.808280944824,100.082939147949,,
Ecuador,ECU,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,3.17138004302979,,,,,,,,7.51887989044189,,,,,,,,15.7372999191284,,,,,,,,,,,,,,,,,11.4476299285889,10.9389495849609,11.0747900009155,11.3620500564575,10.6737604141235,12.0028495788574,12.7312202453613,11.7284297943115,13.6028995513916,13.4826698303223,13.9573402404785,,,
Ecuador,ECU,"Total de inscripciones, nivel primario, varones (% neto)",SE.PRM.TENR.MA,,,,,,,,,,,,79.93399,,80.61961,81.29184,80.24773,80.69941,84.01487,86.00211,89.51334,88.06807,,,,,,,,,,,,,,91.40981,91.95301,93.12778,95.68465,95.95363,95.62943,96.41042,97.59962,,,,97.09549,97.74023,,93.05199,,,,,,,,,,,,
Ecuador,ECU,"Perseverancia en la escuela hasta el quinto grado, mujeres (% de la cohorte)",SE.PRM.PRS5.FE.ZS,,,,,,,,,,,,50.180850982666,52.3965911865234,59.6652793884277,54.3980484008789,59.1359405517578,59.9538917541504,61.0121803283691,71.0212936401367,62.3592910766602,,,,,,,,68.0495681762695,,,,,,40.9582710266113,77.8357162475586,78.4525299072266,86.1321182250977,,78.4192810058594,77.2356872558594,79.3739624023438,78.6329116821289,74.9907913208008,77.3301391601563,77.340087890625,78.0028533935547,83.1072311401367,,92.2637329101563,91.8639068603516,96.5195236206055,88.4712524414063,93.9288330078125,,85.3203811645508,93.1036529541016,93.262580871582,99.296501159668,,,
Ecuador,ECU,"Inscripción escolar, nivel primario (% bruto)",SE.PRM.ENRR,,,,,,,,,,,,97.2935791015625,97.8488235473633,99.3213500976563,102.323287963867,102.538848876953,104.35888671875,104.97135925293,106.484420776367,111.751838684082,113.028388977051,117.450752258301,119.442138671875,120.592071533203,121.893661499023,121.874847412109,123.034858703613,124.950927734375,125.358383178711,123.83618927002,122.89900970459,121.205978393555,130.477890014648,126.30046081543,109.591423034668,109.581199645996,110.205131530762,113.154846191406,111.363418579102,111.037483215332,111.411102294922,112.106819152832,112.599678039551,111.722122192383,110.647529602051,109.874320983887,109.210762023926,110.012107849121,107.686546325684,112.233489990234,113.080253601074,114.117668151855,112.277618408203,111.369499206543,112.878486633301,107.683837890625,104.934959411621,103.534942626953,103.267951965332,,
Ecuador,ECU,"Inscripción escolar, nivel preprimario, mujeres (% bruto)",SE.PRE.ENRR.FE,,,,,,,,,,,,7.52978992462158,,8.15954971313477,9.28020000457764,10.3568801879883,11.4327096939087,13.2778301239014,14.8352499008179,18.1743392944336,18.398509979248,22.396879196167,25.2669906616211,27.9792804718018,33.7079582214355,36.9648895263672,38.6396903991699,41.2350616455078,42.9727096557617,,,,,48.5444602966309,45.1929893493652,48.265079498291,51.6394500732422,54.8248405456543,58.4185485839844,62.3115501403809,64.4539031982422,67.4198989868164,70.0088424682617,70.3477935791016,71.400260925293,74.8448867797852,83.6692199707031,93.0621337890625,41.6266403198242,45.9636611938477,48.5188789367676,53.4359588623047,57.3599395751953,64.7050323486328,73.8104934692383,74.4462280273438,74.7917404174805,72.1782302856445,67.9233627319336,,
Ecuador,ECU,Índice de tasa de cambio real efectiva (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Idoneidad de los programas de medidas de protección social (% del bienestar total de los hogares beneficiarios),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5048309455291,,11.4250811421535,11.6862042417003,10.4170708313863,,10.7527743393551,10.9816223395519,12.5666392654293,10.9588055642418,,,
Ecuador,ECU,Factor de conversión alternativo del Departamento de Economía del Desarrollo del Banco Mundial: DEC (UMN por US$),PA.NUS.ATLS,0.8329338431,0.9162272811,0.9995206594,0.9995206594,0.9995206594,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.99952064,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Ecuador,ECU,"INB per cápita, PPA (a $ internacionales actuales)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450,4750,4920,5060,5290,5420,5480,5720,5820,5370,5450,5790,6050,6210,6760,7270,7720,7970,8640,8640,8950,9700,10160,10990,11540,10870,10830,11360,11530,11540,
